emp_no,first_name,last_name,title,birth_date,from_date,to_date,dept_name
486160,Constantijn,Guting,Senior Staff,1962-05-11,1987-07-09,9999-01-01,Sales
486173,Alair,Ossenbruggen,Senior Staff,1964-02-19,1988-04-02,9999-01-01,Sales
486185,Tadahiro,Hettesheimer,Senior Staff,1962-06-14,1987-08-13,9999-01-01,Sales
486188,Mona,Melter,Engineer,1963-11-24,1986-05-01,9999-01-01,Production
486189,Bingning,Koblick,Engineer,1964-02-15,1988-10-30,9999-01-01,Development
486224,Francesca,Businaro,Engineer,1964-03-14,1986-03-28,9999-01-01,Quality Management
486250,Sedat,Greenaway,Engineer,1962-10-18,1987-08-01,9999-01-01,Development
486326,Przemyslawa,Wilharm,Senior Staff,1964-07-16,1985-04-07,9999-01-01,Marketing
486336,Persi,Engberts,Senior Staff,1962-07-05,1988-11-11,9999-01-01,Sales
486383,Nobuyoshi,Sinicrope,Senior Staff,1962-05-23,1985-10-04,9999-01-01,Research
486413,Shaibal,Marshall,Senior Staff,1964-05-24,1987-02-19,9999-01-01,Sales
486442,Malu,Champarnaud,Senior Staff,1962-10-20,1985-08-04,9999-01-01,Marketing
486488,Paddy,Flowers,Senior Staff,1963-07-06,1985-03-22,9999-01-01,Sales
486524,Masaki,Waymire,Technique Leader,1962-01-12,1986-11-20,9999-01-01,Production
486560,Rafail,Lindqvist,Technique Leader,1963-11-13,1987-11-23,9999-01-01,Development
486590,Utpal,Lanteri,Senior Staff,1963-01-06,1988-12-19,9999-01-01,Sales
486645,Kristof,Pavlopoulou,Senior Staff,1964-02-08,1985-12-02,9999-01-01,Sales
486649,Padma,Roccetti,Senior Staff,1963-05-22,1988-07-05,9999-01-01,Sales
486664,Hidekazu,Cooley,Senior Staff,1964-03-20,1985-10-09,9999-01-01,Sales
486669,Akeel,Rajaraman,Senior Staff,1962-09-19,1988-10-22,9999-01-01,Customer Service
486671,Fatemeh,Conta,Assistant Engineer,1964-10-06,1987-09-08,9999-01-01,Production
486676,Ioana,Coors,Engineer,1964-08-10,1985-10-06,9999-01-01,Development
486705,Alair,Tsunoo,Engineer,1963-10-26,1987-05-26,9999-01-01,Production
486711,Atreyi,Hashii,Senior Staff,1964-08-22,1988-02-03,9999-01-01,Sales
486715,Munehiro,Camarinopoulos,Senior Engineer,1963-02-20,1987-02-25,9999-01-01,Production
486755,Morris,Usdin,Engineer,1962-01-21,1987-11-01,9999-01-01,Production
486757,Aloke,Chartres,Engineer,1962-10-19,1988-12-22,9999-01-01,Quality Management
486779,Claudi,Schach,Engineer,1964-03-23,1985-04-25,9999-01-01,Development
486785,Elvia,Schiper,Engineer,1963-11-14,1985-10-07,9999-01-01,Production
486833,Mostafa,Puppo,Senior Staff,1962-07-07,1986-11-14,9999-01-01,Sales
486860,Berni,Schnabel,Engineer,1964-04-03,1986-11-24,9999-01-01,Development
486862,Yakkov,Thebaut,Technique Leader,1963-10-05,1985-08-23,9999-01-01,Production
486882,Yuqun,Edelhoff,Engineer,1962-01-13,1986-12-13,9999-01-01,Development
486884,Heather,Bouloucos,Senior Staff,1962-12-11,1985-11-01,9999-01-01,Sales
486892,Samphel,Chappelet,Senior Staff,1962-12-05,1986-06-07,9999-01-01,Sales
486897,Gennady,Zyda,Engineer,1964-03-05,1987-04-09,9999-01-01,Production
486916,Vidar,Copas,Engineer,1963-09-04,1988-10-05,9999-01-01,Production
486958,Tonny,Kropf,Engineer,1965-01-06,1986-07-30,9999-01-01,Development
486983,Hitofumi,Luga,Senior Staff,1964-12-29,1987-01-24,9999-01-01,Sales
486984,Hailing,Douceur,Senior Staff,1962-02-20,1988-12-09,9999-01-01,Customer Service
486986,Eldridge,Godskesen,Senior Staff,1964-06-17,1987-09-23,9999-01-01,Finance
486989,Shmuel,Fujisaki,Engineer,1964-02-21,1985-06-06,9999-01-01,Development
487013,Danel,Morrow,Senior Staff,1962-02-05,1988-06-10,9999-01-01,Customer Service
487025,Pintsang,Adachi,Engineer,1964-06-07,1987-06-27,9999-01-01,Development
487027,Arie,Henseler,Senior Engineer,1963-05-11,1988-10-01,9999-01-01,Production
487051,Margo,Senzako,Engineer,1963-07-27,1986-05-13,9999-01-01,Production
487083,Shaibal,Schrooten,Senior Engineer,1963-02-28,1986-12-04,9999-01-01,Development
487085,Marlo,Vendrig,Engineer,1963-05-23,1985-08-03,9999-01-01,Production
487148,Tadahiro,Beeson,Assistant Engineer,1963-03-08,1985-02-06,9999-01-01,Production
487190,Leen,Kushnir,Engineer,1962-06-08,1985-03-05,9999-01-01,Development
487204,Val,Monkewich,Senior Staff,1963-01-06,1987-11-24,9999-01-01,Research
487207,Martine,McConalogue,Assistant Engineer,1962-07-04,1988-07-29,9999-01-01,Development
487230,Macha,Birdsall,Senior Staff,1962-02-17,1988-10-19,9999-01-01,Sales
487252,Patricio,McAffer,Engineer,1963-03-22,1988-02-27,9999-01-01,Development
487271,Randy,Lichtner,Engineer,1963-04-05,1987-05-23,9999-01-01,Production
487275,Sivanarayana,Solares,Senior Staff,1964-01-09,1988-02-26,9999-01-01,Finance
487290,Gila,Swist,Engineer,1963-05-20,1985-08-30,9999-01-01,Development
487321,Gladys,Kobara,Senior Staff,1962-12-12,1988-06-01,9999-01-01,Human Resources
487360,Arra,Marakhovsky,Engineer,1964-10-19,1987-06-02,9999-01-01,Development
487369,Insup,Syang,Senior Staff,1962-12-09,1985-07-05,9999-01-01,Sales
487388,Toshiko,Sidhu,Engineer,1964-07-30,1986-11-07,9999-01-01,Development
487428,Vishv,Gustavson,Senior Staff,1962-04-03,1985-11-29,9999-01-01,Finance
487438,Arvind,Chaudhuri,Senior Staff,1962-09-16,1988-01-10,9999-01-01,Sales
487481,Laurentiu,Kroha,Senior Staff,1962-04-07,1985-03-04,9999-01-01,Finance
487490,Renee,Spieker,Senior Engineer,1963-06-17,1987-07-17,9999-01-01,Quality Management
487505,Uno,Jayawardene,Senior Staff,1965-01-20,1987-11-02,9999-01-01,Research
487509,Izaskun,Burnard,Senior Staff,1962-11-25,1985-04-25,9999-01-01,Research
487526,Dhritiman,Qiwen,Engineer,1963-07-31,1985-12-12,9999-01-01,Development
487559,Khedija,Porenta,Engineer,1962-10-09,1988-12-09,9999-01-01,Development
487591,Leni,Constantine,Engineer,1962-05-16,1987-04-01,9999-01-01,Development
487605,Arno,Erde,Senior Staff,1964-05-17,1985-11-22,9999-01-01,Finance
487642,Mizuhito,Lindenbaum,Senior Staff,1964-01-05,1986-07-14,9999-01-01,Sales
487658,Boalin,Erdi,Senior Staff,1962-08-01,1986-11-18,9999-01-01,Sales
487701,Susanna,Kitai,Engineer,1964-05-14,1988-05-10,9999-01-01,Production
487715,Elliott,Suppi,Senior Staff,1963-08-09,1987-06-17,9999-01-01,Human Resources
487728,Ortrun,Bierbaum,Technique Leader,1964-12-30,1987-08-25,9999-01-01,Production
487760,Arup,Kriebel,Senior Engineer,1963-01-25,1987-03-09,9999-01-01,Quality Management
487769,Cullen,Azumi,Senior Engineer,1962-07-26,1985-05-31,9999-01-01,Quality Management
487777,Maja,Antonakopoulos,Engineer,1964-01-05,1985-07-20,9999-01-01,Production
487784,Serge,Mitchem,Engineer,1964-11-07,1985-05-19,9999-01-01,Production
487814,Mari,Debuse,Assistant Engineer,1962-07-30,1988-02-23,9999-01-01,Production
487816,Panayotis,Szmurlo,Engineer,1964-10-19,1988-07-26,9999-01-01,Development
487827,Huiqun,Gammage,Engineer,1964-03-29,1987-01-31,9999-01-01,Quality Management
487892,Teruyuki,Karner,Senior Staff,1962-01-21,1988-02-24,9999-01-01,Sales
487912,Kshitij,Bisiani,Senior Staff,1962-03-30,1985-05-04,9999-01-01,Customer Service
487919,Takanari,Masaki,Engineer,1964-05-10,1986-03-27,9999-01-01,Production
487966,Shrikanth,Nastansky,Assistant Engineer,1964-01-19,1986-07-08,9999-01-01,Development
488006,Feipei,Tetzlaff,Engineer,1962-09-07,1986-03-11,9999-01-01,Development
488051,Izaskun,Olivero,Engineer,1962-10-10,1988-07-12,9999-01-01,Development
488072,Hsiangchu,Servi,Senior Staff,1962-08-08,1986-12-22,9999-01-01,Human Resources
488078,Marke,Kawashimo,Senior Staff,1964-12-13,1988-11-20,9999-01-01,Customer Service
488079,Filipe,Bugrara,Senior Staff,1964-02-26,1988-11-07,9999-01-01,Finance
488085,Sanjay,Larfeldt,Senior Staff,1962-06-02,1988-09-12,9999-01-01,Sales
488111,Lucien,Giveon,Senior Staff,1963-07-23,1986-11-23,9999-01-01,Human Resources
488167,Leandro,Basart,Engineer,1963-03-23,1988-02-03,9999-01-01,Production
488186,Nidapan,Poupard,Senior Staff,1964-07-08,1985-09-20,9999-01-01,Marketing
488199,Branimir,Rosenbaum,Engineer,1964-12-15,1985-12-20,9999-01-01,Development
488239,Basant,Sadowski,Technique Leader,1964-01-15,1986-02-11,9999-01-01,Development
488372,Gladys,Peris,Senior Staff,1962-11-21,1987-10-30,9999-01-01,Research
488374,Sumant,Schahn,Senior Staff,1964-02-24,1988-10-17,9999-01-01,Finance
488411,Shuichi,Cappelletti,Engineer,1962-12-29,1987-09-03,9999-01-01,Development
488428,Sanjiv,Reeken,Senior Staff,1962-07-17,1986-03-09,9999-01-01,Finance
488453,Mrinalini,Vigier,Senior Staff,1963-12-19,1988-07-23,9999-01-01,Sales
488462,Subhrajyoti,Demizu,Senior Staff,1963-09-24,1986-04-02,9999-01-01,Sales
488479,Carrsten,Bisiani,Engineer,1964-02-28,1987-06-19,9999-01-01,Development
488484,Perry,Lubachevsky,Engineer,1964-09-22,1986-01-09,9999-01-01,Production
488529,Lubomir,Uhrig,Senior Engineer,1962-09-08,1986-11-26,9999-01-01,Production
488531,Xumin,Dahlbom,Senior Staff,1963-06-10,1986-11-11,9999-01-01,Marketing
488532,Youngkon,Pezzoli,Engineer,1964-02-28,1986-07-06,9999-01-01,Production
488582,Kwok,Cmelik,Engineer,1964-03-16,1985-02-12,9999-01-01,Production
488585,Chaosheng,Curless,Engineer,1963-01-20,1988-02-21,9999-01-01,Development
488590,Xuejun,Bednarek,Engineer,1964-10-13,1986-01-10,9999-01-01,Production
488606,Shalesh,Azevdeo,Senior Staff,1963-08-09,1987-01-30,9999-01-01,Finance
488655,Shooichi,Ramsak,Senior Staff,1962-12-11,1986-03-23,9999-01-01,Research
488671,Marla,Zobel,Senior Staff,1962-08-16,1987-08-12,9999-01-01,Customer Service
488687,Mahmut,Attimonelli,Senior Staff,1963-06-03,1986-10-08,9999-01-01,Research
488690,Leif,Zhang,Engineer,1962-12-20,1986-03-02,9999-01-01,Development
488743,Gully,Barvinok,Senior Staff,1963-03-03,1987-09-23,9999-01-01,Marketing
488763,Naftali,Baja,Senior Staff,1964-02-02,1986-04-24,9999-01-01,Sales
488814,Marsja,Ranum,Senior Staff,1964-08-17,1987-11-24,9999-01-01,Marketing
488847,Mori,Schmezko,Assistant Engineer,1964-09-02,1987-04-09,9999-01-01,Production
488883,Tristan,Vieri,Engineer,1962-11-23,1988-03-13,9999-01-01,Production
488885,Domenico,Melton,Senior Engineer,1962-11-02,1987-03-21,9999-01-01,Production
488923,Tsvetan,Chimia,Senior Staff,1964-06-13,1986-03-27,9999-01-01,Sales
488931,Arto,Sadowski,Assistant Engineer,1962-07-18,1986-11-05,9999-01-01,Development
488953,Jeong,Dichev,Senior Staff,1964-01-09,1987-03-14,9999-01-01,Sales
488957,JiYoung,Armand,Engineer,1963-01-03,1985-07-01,9999-01-01,Production
488967,Alexius,Gyimothy,Technique Leader,1962-10-02,1988-01-29,9999-01-01,Development
488997,Leaf,Schueller,Engineer,1964-03-01,1987-09-10,9999-01-01,Development
489002,Xudong,Nyrup,Technique Leader,1964-09-08,1986-05-26,9999-01-01,Production
489021,Otilia,Ducloy,Senior Staff,1962-10-29,1988-08-06,9999-01-01,Finance
489025,Alper,Openshaw,Engineer,1964-10-08,1988-05-15,9999-01-01,Development
489033,Barry,Lindqvist,Engineer,1963-01-10,1988-08-11,9999-01-01,Quality Management
489034,Mechthild,Eiter,Senior Staff,1964-07-30,1988-01-07,9999-01-01,Sales
489055,Martijn,Sabnani,Engineer,1964-01-04,1985-09-17,9999-01-01,Development
489072,Magy,Redmiles,Engineer,1963-01-21,1987-05-24,9999-01-01,Development
489082,Anneli,Munos,Engineer,1964-06-20,1986-02-28,9999-01-01,Development
489096,Xiaobin,Gimarc,Senior Staff,1963-07-11,1988-08-18,9999-01-01,Human Resources
489189,Frederique,Beznosov,Senior Engineer,1962-03-09,1988-11-05,9999-01-01,Production
489208,Ramachenga,Mawatari,Senior Staff,1963-06-25,1985-06-02,9999-01-01,Human Resources
489229,Valter,Worfolk,Senior Staff,1964-09-23,1986-11-13,9999-01-01,Sales
489230,Angus,Lichtman,Senior Staff,1964-03-18,1988-02-23,9999-01-01,Customer Service
489242,Wuxu,Bain,Engineer,1962-03-28,1985-06-14,9999-01-01,Production
489244,Leszek,Kawashima,Engineer,1962-05-02,1986-05-04,9999-01-01,Production
489276,Kazuhisa,Baranowski,Engineer,1962-03-16,1988-09-14,9999-01-01,Production
489278,Nectarios,Danner,Senior Staff,1962-09-21,1988-12-02,9999-01-01,Research
489295,Danil,Heijenga,Senior Staff,1964-05-25,1987-11-23,9999-01-01,Finance
489322,Jiong,Grabner,Engineer,1964-09-15,1985-10-30,9999-01-01,Development
489361,Muzhong,Uehara,Senior Staff,1962-12-02,1988-02-14,9999-01-01,Customer Service
489374,Thodoros,Hofstetter,Senior Staff,1964-07-30,1988-05-04,9999-01-01,Marketing
489385,Xiaoheng,Vesel,Senior Staff,1963-01-08,1986-10-03,9999-01-01,Sales
489387,Niranjan,Zolotykh,Senior Staff,1964-11-03,1987-11-05,9999-01-01,Finance
489419,Alain,Haddadi,Engineer,1963-03-09,1985-08-14,9999-01-01,Development
489444,Mechthild,Petereit,Senior Staff,1963-09-24,1988-08-15,9999-01-01,Sales
489497,Kristinn,Cooke,Engineer,1963-09-24,1985-07-03,9999-01-01,Development
489498,Takahito,Demir,Senior Engineer,1962-10-02,1986-09-10,9999-01-01,Quality Management
489510,Frazer,Bolsens,Engineer,1964-04-02,1988-05-21,9999-01-01,Development
489525,Kerhong,Bhattacharjee,Engineer,1963-02-25,1986-03-24,9999-01-01,Development
489594,Iara,Pluym,Senior Staff,1963-07-18,1985-03-28,9999-01-01,Customer Service
489645,Kristin,Schonegge,Senior Staff,1962-08-06,1985-02-10,9999-01-01,Sales
489679,Arco,Chartres,Senior Engineer,1963-02-01,1988-08-22,9999-01-01,Production
489700,Bangqing,Denny,Engineer,1963-11-29,1987-06-26,9999-01-01,Production
489761,Munehiro,Valette,Assistant Engineer,1963-04-06,1987-10-01,9999-01-01,Development
489846,Mariangiola,Stassinopoulos,Senior Engineer,1963-08-13,1988-08-26,9999-01-01,Development
489852,Aluzio,Yavatkar,Senior Staff,1964-01-07,1988-08-24,9999-01-01,Research
489872,Urs,Marwedel,Senior Staff,1963-04-22,1985-11-01,9999-01-01,Sales
489879,Phillip,Hambrick,Senior Staff,1963-12-04,1985-02-07,9999-01-01,Customer Service
489882,Arunas,Bultermann,Technique Leader,1964-05-28,1987-06-07,9999-01-01,Production
489892,Houman,Gruenwald,Assistant Engineer,1964-05-04,1986-01-30,9999-01-01,Production
489927,Deniz,Granlund,Assistant Engineer,1962-12-02,1986-04-11,9999-01-01,Production
489932,Kwee,Ramsak,Senior Staff,1964-09-20,1986-07-08,9999-01-01,Research
489937,Weicheng,Wossner,Senior Staff,1964-01-04,1988-02-04,9999-01-01,Sales
489963,Geoffrey,Schade,Senior Staff,1962-11-03,1988-12-27,9999-01-01,Sales
489965,Sachem,Unno,Senior Engineer,1963-09-30,1987-10-25,9999-01-01,Development
489966,Susuma,Angel,Assistant Engineer,1962-09-12,1985-10-29,9999-01-01,Production
489979,Jingling,Stenning,Senior Staff,1963-05-13,1985-06-16,9999-01-01,Sales
489999,Bedir,Munro,Senior Engineer,1962-08-08,1987-03-28,9999-01-01,Development
490085,Constantino,Gini,Senior Engineer,1963-04-16,1985-11-14,9999-01-01,Development
490092,Basil,Mateescu,Senior Staff,1963-09-28,1986-03-27,9999-01-01,Sales
490108,Leon,Berstel,Engineer,1964-09-02,1985-12-10,9999-01-01,Development
490131,Nahla,Lueh,Engineer,1963-11-05,1987-11-22,9999-01-01,Development
490176,Jouko,Hitomi,Senior Engineer,1962-03-22,1988-10-25,9999-01-01,Production
490187,Masaru,Lubachevsky,Senior Staff,1964-07-08,1985-08-18,9999-01-01,Sales
490188,Rimon,Gils,Senior Staff,1963-03-16,1988-01-29,9999-01-01,Human Resources
490230,Shim,Picel,Assistant Engineer,1964-07-15,1988-08-13,9999-01-01,Production
490284,Mang,Emmart,Senior Staff,1964-11-21,1986-08-07,9999-01-01,Sales
490288,Nidapan,Aloisi,Engineer,1962-02-25,1986-10-08,9999-01-01,Development
490306,Selwyn,Menhoudj,Senior Staff,1964-03-09,1987-02-21,9999-01-01,Human Resources
490369,Susanna,Panangaden,Engineer,1963-06-29,1985-06-06,9999-01-01,Production
490430,Reinhard,Beznosov,Engineer,1963-07-09,1988-02-19,9999-01-01,Development
490432,Fay,Gide,Senior Staff,1963-08-07,1988-11-07,9999-01-01,Human Resources
490439,Maha,Schlegelmilch,Senior Staff,1963-02-15,1985-06-11,9999-01-01,Sales
490498,Kwok,Pokrovskii,Engineer,1964-11-29,1985-12-12,9999-01-01,Production
490500,Fumitaka,Bottner,Senior Staff,1962-06-18,1985-02-02,9999-01-01,Human Resources
490667,Fox,Unni,Senior Engineer,1962-10-01,1986-10-14,9999-01-01,Production
490751,Bedir,Pfau,Engineer,1963-03-17,1985-09-27,9999-01-01,Production
490754,Udaiprakash,Wossner,Senior Staff,1963-11-21,1987-02-19,9999-01-01,Marketing
490798,Shir,Alblas,Senior Staff,1963-07-10,1986-05-10,9999-01-01,Research
490831,Zhongwei,Vickson,Senior Staff,1963-04-08,1985-09-13,9999-01-01,Customer Service
490872,Zdislav,Angelopoulos,Engineer,1964-12-17,1988-05-12,9999-01-01,Production
490874,Rajmohan,Broder,Senior Engineer,1964-06-24,1986-08-30,9999-01-01,Production
490887,Mohan,Straney,Engineer,1962-08-29,1986-06-28,9999-01-01,Quality Management
490889,Juichirou,Preusig,Engineer,1962-01-20,1988-01-29,9999-01-01,Production
490892,Dannz,Pepe,Engineer,1963-07-12,1987-06-29,9999-01-01,Development
490899,Kazuhide,Danner,Engineer,1963-04-17,1986-11-08,9999-01-01,Development
490925,Mechthild,Melichar,Engineer,1962-08-04,1987-10-18,9999-01-01,Development
490980,Mihalis,Matteis,Engineer,1962-10-16,1985-07-08,9999-01-01,Quality Management
490985,Masato,Baby,Engineer,1963-01-18,1986-09-11,9999-01-01,Development
490986,Maya,Mawatari,Engineer,1962-07-05,1985-05-23,9999-01-01,Production
490987,Candido,Raczkowsky,Senior Staff,1962-06-26,1987-08-05,9999-01-01,Customer Service
491030,Marl,Lyonns,Senior Engineer,1962-04-06,1987-05-21,9999-01-01,Production
491059,Mikhail,Pappas,Engineer,1962-03-09,1987-05-18,9999-01-01,Development
491106,Garnik,Koblitz,Senior Staff,1962-04-01,1987-08-28,9999-01-01,Sales
491107,Annemarie,Schlenzig,Technique Leader,1962-08-05,1987-01-04,9999-01-01,Production
491114,Maia,Uehara,Senior Staff,1964-12-14,1985-04-30,9999-01-01,Marketing
491120,Kwee,Zykh,Senior Staff,1963-04-30,1986-10-03,9999-01-01,Sales
491122,Kshitij,Seghrouchni,Senior Staff,1964-06-04,1988-11-18,9999-01-01,Sales
491144,Adit,Osgood,Senior Staff,1962-02-06,1988-05-09,9999-01-01,Marketing
491170,Zhenhua,Armand,Senior Staff,1964-08-16,1985-07-17,9999-01-01,Research
491181,Satosi,Schaad,Engineer,1962-05-15,1987-09-20,9999-01-01,Production
491229,Djelloul,Narahari,Engineer,1963-03-06,1988-12-05,9999-01-01,Production
491243,Ipke,Welham,Senior Engineer,1962-08-26,1987-10-23,9999-01-01,Production
491292,Apostol,Oberman,Senior Staff,1963-05-03,1987-07-28,9999-01-01,Human Resources
491300,Nevin,Kamble,Technique Leader,1964-11-10,1986-03-02,9999-01-01,Development
491312,Goa,Talmon,Engineer,1962-10-29,1985-02-04,9999-01-01,Production
491316,Jeanne,Zongker,Technique Leader,1962-10-26,1986-06-28,9999-01-01,Quality Management
491320,Paloma,Andreotta,Senior Staff,1964-07-24,1985-07-21,9999-01-01,Research
491354,Freyja,Tempesti,Technique Leader,1962-02-23,1985-11-08,9999-01-01,Development
491413,Kristina,Zastre,Engineer,1962-03-03,1986-12-28,9999-01-01,Production
491421,Dietrich,Fioravanti,Technique Leader,1963-06-15,1987-10-10,9999-01-01,Production
491444,KayLiang,Strooper,Senior Staff,1963-09-12,1986-05-24,9999-01-01,Customer Service
491454,Abdulla,Esposito,Senior Staff,1962-01-05,1988-07-27,9999-01-01,Research
491460,Sanjai,Chorvat,Senior Staff,1962-11-26,1985-03-28,9999-01-01,Sales
491467,Goa,Fontan,Technique Leader,1962-05-26,1988-12-26,9999-01-01,Production
491468,Xiaoqiu,Melski,Technique Leader,1962-01-11,1987-10-15,9999-01-01,Development
491478,Gill,Varman,Senior Staff,1965-01-16,1988-06-18,9999-01-01,Sales
491482,Yucel,Champarnaud,Engineer,1962-09-13,1988-12-05,9999-01-01,Production
491530,Adil,Goodrum,Engineer,1962-11-22,1985-11-06,9999-01-01,Production
491543,Badri,Kuzuoka,Assistant Engineer,1964-01-31,1987-07-04,9999-01-01,Development
491583,Mikhail,Chelton,Senior Staff,1963-12-18,1988-01-30,9999-01-01,Research
491589,Yechezkel,Erez,Senior Staff,1963-09-01,1987-11-29,9999-01-01,Marketing
491613,Ortrud,Anido,Engineer,1962-09-17,1986-01-29,9999-01-01,Development
491632,Gadiel,Perly,Senior Staff,1965-01-01,1986-10-20,9999-01-01,Customer Service
491633,Zsolt,Bierbaum,Engineer,1963-10-12,1985-03-27,9999-01-01,Production
491647,Kousuke,Thorelli,Engineer,1963-11-13,1988-02-05,9999-01-01,Production
491651,Turgut,Aumann,Engineer,1964-11-13,1987-03-12,9999-01-01,Development
491663,Charmane,Luit,Assistant Engineer,1964-09-23,1986-10-22,9999-01-01,Quality Management
491671,Kshitij,Kugler,Senior Engineer,1963-08-31,1986-02-10,9999-01-01,Development
491675,Armond,Huxford,Assistant Engineer,1963-03-09,1987-10-28,9999-01-01,Production
491685,Weiwu,Lund,Senior Staff,1963-04-21,1985-07-20,9999-01-01,Research
491688,Yuchang,Antonakopoulos,Engineer,1964-03-08,1987-05-22,9999-01-01,Production
491690,Marke,Veevers,Engineer,1962-05-15,1985-07-31,9999-01-01,Production
491699,Hauke,Uhrik,Engineer,1964-04-08,1988-11-14,9999-01-01,Development
491713,Jaber,Saoudi,Engineer,1964-03-17,1986-03-21,9999-01-01,Production
491752,Rafols,Chenoweth,Engineer,1963-08-08,1985-05-15,9999-01-01,Development
491761,Constantino,Cannard,Senior Staff,1964-03-05,1987-08-06,9999-01-01,Human Resources
491762,Masamitsu,Mungall,Engineer,1964-09-17,1986-01-22,9999-01-01,Production
491765,Susanne,Beausoleil,Engineer,1963-06-21,1987-11-19,9999-01-01,Production
491782,Piyush,Koprowski,Senior Staff,1962-10-21,1988-10-01,9999-01-01,Sales
491791,Fumitake,Shrader,Engineer,1964-08-20,1985-02-11,9999-01-01,Development
491814,Douadi,Katiyar,Engineer,1962-05-17,1988-01-02,9999-01-01,Development
491817,Djelloul,Marquardt,Engineer,1963-01-25,1986-09-16,9999-01-01,Development
491840,Chaitali,Nitto,Senior Staff,1963-06-09,1986-02-28,9999-01-01,Sales
491846,Basant,Merks,Senior Staff,1964-11-26,1986-07-23,9999-01-01,Sales
491869,Annemarie,Penz,Engineer,1962-10-23,1986-02-27,9999-01-01,Production
491895,Subhrajyoti,Mikschl,Senior Staff,1964-02-06,1986-02-22,9999-01-01,Human Resources
491916,Flemming,Makrucki,Technique Leader,1964-11-27,1987-08-12,9999-01-01,Development
491932,Ibibia,Krupka,Senior Staff,1964-06-11,1985-10-20,9999-01-01,Sales
491938,Zvonko,Hagimont,Engineer,1963-02-15,1988-06-20,9999-01-01,Development
491953,Geraldo,Demke,Engineer,1962-12-09,1985-08-02,9999-01-01,Development
492008,Nectarios,Riesenhuber,Engineer,1963-09-06,1987-08-14,9999-01-01,Development
492011,Florian,Chimia,Senior Staff,1962-01-25,1987-05-14,9999-01-01,Marketing
492014,DeForest,Khasidashvili,Engineer,1962-10-23,1986-08-15,9999-01-01,Production
492033,Stabislas,Diderrich,Engineer,1964-12-04,1986-08-16,9999-01-01,Production
492036,Basem,Chaudhuri,Senior Staff,1962-01-08,1987-06-22,9999-01-01,Marketing
492060,Owen,Rando,Senior Staff,1963-06-08,1985-12-18,9999-01-01,Finance
492075,Paddy,Kandlur,Senior Staff,1963-10-29,1988-04-23,9999-01-01,Finance
492109,Giordano,Olivero,Senior Staff,1964-11-26,1987-10-18,9999-01-01,Customer Service
492111,Mong,Gihr,Engineer,1962-05-02,1986-09-18,9999-01-01,Development
492129,Horward,Boudaillier,Engineer,1963-06-30,1987-10-18,9999-01-01,Production
492132,Mong,Cannane,Senior Staff,1963-12-12,1985-09-04,9999-01-01,Sales
492136,Gritta,Harbusch,Engineer,1962-12-02,1987-04-14,9999-01-01,Development
492141,Anestis,Sridhar,Senior Staff,1964-11-21,1988-12-04,9999-01-01,Marketing
492154,Kerhong,Kalloufi,Senior Engineer,1963-01-06,1986-01-28,9999-01-01,Production
492158,Cristinel,Schonegge,Senior Staff,1964-04-24,1985-09-17,9999-01-01,Finance
492159,Huan,Rajcani,Engineer,1964-06-09,1985-10-22,9999-01-01,Development
492164,Ghassan,Birta,Senior Staff,1962-03-03,1987-04-14,9999-01-01,Sales
492174,Arve,Fiebach,Senior Staff,1964-07-12,1988-02-22,9999-01-01,Sales
492198,Gianluca,England,Engineer,1963-02-15,1986-06-11,9999-01-01,Development
492206,Irena,Muhlberg,Engineer,1964-07-15,1986-02-20,9999-01-01,Development
492216,Yuguang,Anger,Engineer,1964-07-23,1985-08-31,9999-01-01,Production
492220,Valter,Varley,Engineer,1964-07-21,1987-05-03,9999-01-01,Quality Management
492269,Nahid,Menhardt,Senior Engineer,1964-11-12,1985-08-19,9999-01-01,Development
492273,Adib,Conry,Engineer,1962-07-14,1986-10-09,9999-01-01,Development
492287,Kwangyoen,Cichocki,Senior Staff,1962-05-23,1986-11-04,9999-01-01,Sales
492326,Barna,Yavatkar,Assistant Engineer,1964-03-11,1988-09-27,9999-01-01,Production
492405,Hironobu,Oehlmann,Senior Staff,1964-01-28,1985-02-25,9999-01-01,Research
492413,Arch,Coney,Senior Staff,1962-07-05,1988-07-15,9999-01-01,Sales
492441,Stafford,Fraisse,Senior Staff,1964-10-01,1985-07-07,9999-01-01,Marketing
492444,Basant,Cronan,Senior Staff,1962-10-14,1988-02-19,9999-01-01,Finance
492445,Chaoyi,Bain,Senior Staff,1962-10-29,1986-08-10,9999-01-01,Sales
492452,Gully,Heping,Senior Engineer,1964-07-01,1988-05-08,9999-01-01,Development
492460,Paddy,Stanfel,Senior Staff,1964-12-09,1986-11-01,9999-01-01,Sales
492462,Niclas,Hammerschmidt,Senior Engineer,1962-11-03,1988-05-31,9999-01-01,Development
492478,Marsha,Cherinka,Senior Staff,1962-07-25,1985-09-03,9999-01-01,Sales
492492,Ulises,Schreiter,Engineer,1963-03-29,1986-11-07,9999-01-01,Development
492495,Moss,Binkley,Engineer,1964-01-18,1985-09-13,9999-01-01,Development
492503,Zhaofang,Hemaspaandra,Senior Engineer,1963-11-18,1985-02-26,9999-01-01,Development
492507,Mariusz,Claffy,Engineer,1963-03-27,1986-03-10,9999-01-01,Development
492518,Berni,Erva,Engineer,1963-08-15,1986-05-09,9999-01-01,Development
