emp_no,first_name,last_name,title,birth_date,from_date,to_date
447585,Nathan,Ananiadou,Engineer,1964-11-01,1988-09-20,9999-01-01
447588,Horward,Ibel,Engineer,1964-09-08,1987-02-10,9999-01-01
447613,Paris,Restivo,Engineer,1965-01-15,1986-11-21,9999-01-01
447621,Jaber,Picci,Senior Staff,1964-01-08,1987-04-26,9999-01-01
447641,Fay,Lamma,Senior Staff,1963-10-28,1987-12-24,9999-01-01
447653,Mitchel,Lubachevsky,Engineer,1963-09-21,1986-07-17,9999-01-01
447711,Kristina,Mitina,Senior Staff,1962-09-01,1988-11-24,9999-01-01
447723,Masoud,Sudbeck,Engineer,1963-02-27,1987-02-03,9999-01-01
447758,JoAnna,Panwar,Engineer,1964-05-24,1986-04-23,9999-01-01
447776,Toney,Maliniak,Senior Staff,1963-07-16,1985-12-10,9999-01-01
447804,Gritta,Lammel,Senior Staff,1962-02-27,1987-05-01,9999-01-01
447817,Giap,Pashtan,Senior Staff,1962-06-19,1985-07-07,9999-01-01
447833,Valter,Zallocco,Engineer,1964-01-17,1987-07-08,9999-01-01
447845,Gritta,Kavvadias,Senior Staff,1963-07-17,1988-09-18,9999-01-01
447871,Tesuro,Itzigehl,Senior Staff,1964-06-21,1985-03-27,9999-01-01
447877,Make,Heuser,Engineer,1965-01-13,1988-07-02,9999-01-01
447887,Fumiyo,Anily,Engineer,1962-05-23,1987-01-01,9999-01-01
447894,Ung,Ranze,Engineer,1964-03-17,1985-04-11,9999-01-01
447917,Mizuhito,Berstel,Senior Staff,1964-09-27,1988-10-08,9999-01-01
447933,Piyush,Giarratana,Assistant Engineer,1962-05-12,1987-01-11,9999-01-01
447937,Jouni,Perry,Technique Leader,1964-02-19,1988-01-20,9999-01-01
447942,Rosli,Murtafg,Senior Staff,1964-07-21,1986-06-14,9999-01-01
448022,Rildo,Lodder,Senior Staff,1962-01-26,1986-12-02,9999-01-01
448024,Jacopo,Butner,Senior Staff,1963-03-02,1985-12-17,9999-01-01
448041,Fusako,Pettis,Senior Engineer,1962-08-07,1987-08-04,9999-01-01
448060,Hilary,Boissier,Technique Leader,1963-02-04,1985-06-21,9999-01-01
448084,Nirmal,Chiodo,Senior Staff,1962-01-08,1987-01-05,9999-01-01
448094,Yongmao,Swick,Engineer,1964-07-08,1986-07-15,9999-01-01
448111,Stepehn,Pillow,Senior Staff,1964-10-24,1985-04-25,9999-01-01
448181,Aleksandar,Strandh,Engineer,1963-06-10,1987-01-05,9999-01-01
448219,Zhilian,Segond,Senior Staff,1964-11-04,1987-12-04,9999-01-01
448228,Ayakannu,Swick,Senior Staff,1963-12-24,1986-03-28,9999-01-01
448229,Parto,Petereit,Engineer,1964-09-11,1985-02-02,9999-01-01
448264,Takanari,Bugrara,Engineer,1962-12-08,1988-02-07,9999-01-01
448266,Bogdan,Bach,Senior Staff,1962-02-11,1988-05-11,9999-01-01
448273,Kirk,Mungall,Senior Staff,1962-02-05,1985-03-25,9999-01-01
448274,Dietrich,Lamparter,Engineer,1964-02-27,1987-09-15,9999-01-01
448284,Zissis,Gente,Technique Leader,1964-11-04,1987-01-04,9999-01-01
448333,Charlene,Sluis,Senior Staff,1964-09-19,1987-04-20,9999-01-01
448336,Remzi,Glowinski,Technique Leader,1963-04-16,1986-03-25,9999-01-01
448355,Constantino,Alblas,Engineer,1962-05-10,1986-07-17,9999-01-01
448381,Mechthild,Ibel,Senior Staff,1964-04-21,1987-12-14,9999-01-01
448391,Berthier,Kusalik,Senior Staff,1962-12-13,1988-05-14,9999-01-01
448473,Hidefumi,Baer,Engineer,1964-05-03,1986-03-09,9999-01-01
448537,Nirmal,Marsiglia,Senior Staff,1964-04-23,1988-04-27,9999-01-01
448548,Krisda,Rosay,Senior Staff,1964-12-25,1988-04-01,9999-01-01
448621,Danai,Karunanithi,Senior Staff,1964-12-11,1986-02-14,9999-01-01
448622,Michaela,Hammerschmidt,Engineer,1963-07-30,1985-05-10,9999-01-01
448631,Arnd,Demke,Engineer,1962-05-28,1986-02-19,9999-01-01
448635,Masoud,Feldmann,Engineer,1963-09-17,1986-11-09,9999-01-01
448650,Debatosh,Makinen,Senior Staff,1963-06-27,1985-10-11,9999-01-01
448653,Renny,Fargier,Senior Staff,1962-12-15,1986-05-14,9999-01-01
448666,Freyja,Stanfel,Engineer,1962-02-22,1986-12-26,9999-01-01
448669,Janche,Kushner,Senior Staff,1963-09-28,1985-05-22,9999-01-01
448670,Munehiko,Etalle,Senior Staff,1962-01-07,1985-05-03,9999-01-01
448675,Pohua,Zeilberger,Senior Engineer,1964-10-19,1987-06-22,9999-01-01
448679,Goncalo,Landherr,Senior Staff,1964-05-04,1986-07-07,9999-01-01
448683,Stein,Herber,Senior Staff,1964-05-19,1987-06-04,9999-01-01
448691,Zita,Peng,Assistant Engineer,1962-08-01,1985-03-21,9999-01-01
448695,Deniz,Cunliffe,Engineer,1963-03-12,1987-06-30,9999-01-01
448724,Siddarth,Ramamoorthy,Senior Staff,1964-08-20,1985-04-19,9999-01-01
448734,Younwoo,Gronowski,Senior Staff,1962-05-08,1985-08-14,9999-01-01
448740,Lech,Nitsch,Senior Staff,1962-10-07,1987-03-19,9999-01-01
448754,Itzchak,Laventhal,Senior Engineer,1963-06-15,1988-05-17,9999-01-01
448812,Zhiwei,Esteva,Senior Staff,1963-07-17,1988-02-26,9999-01-01
448816,Serap,Trelles,Engineer,1962-03-23,1985-03-25,9999-01-01
448821,Vitali,Bauknecht,Senior Staff,1963-05-06,1986-06-28,9999-01-01
448854,Ishfaq,Itschner,Engineer,1963-08-19,1985-08-23,9999-01-01
448880,Khoa,Cullers,Senior Staff,1963-03-26,1987-03-23,9999-01-01
448887,Gad,Merel,Assistant Engineer,1963-01-27,1986-01-17,9999-01-01
448909,Shaw,Roisin,Engineer,1964-08-28,1987-04-25,9999-01-01
448924,Khalid,Siochi,Senior Engineer,1963-02-08,1985-02-02,9999-01-01
448946,Sedat,Perng,Senior Staff,1964-09-30,1985-09-24,9999-01-01
448971,Arve,Bolsens,Senior Staff,1963-07-11,1986-07-19,9999-01-01
449007,Arunachalam,Simkin,Engineer,1964-12-10,1987-07-28,9999-01-01
449046,Jordanka,Hofmeyr,Engineer,1963-11-17,1987-07-10,9999-01-01
449049,Elvia,Salinas,Technique Leader,1964-10-27,1987-10-01,9999-01-01
449084,Kolar,Kandlur,Engineer,1963-10-25,1985-06-25,9999-01-01
449092,Henk,Farrow,Technique Leader,1964-07-07,1985-09-24,9999-01-01
449099,Mariusz,Unni,Engineer,1964-01-26,1985-09-08,9999-01-01
449110,Troy,Shackell,Engineer,1963-01-22,1988-08-16,9999-01-01
449164,Malu,Onuegbe,Senior Staff,1962-06-27,1986-08-09,9999-01-01
449174,Yuichiro,Setia,Senior Staff,1962-11-19,1987-03-06,9999-01-01
449200,Toong,Mullainathan,Senior Staff,1963-07-03,1987-07-30,9999-01-01
449210,Vidar,Ramras,Technique Leader,1962-10-22,1985-07-07,9999-01-01
449218,Gift,Willoner,Engineer,1962-08-11,1987-06-13,9999-01-01
449254,Luisa,Baig,Engineer,1963-04-13,1986-07-21,9999-01-01
449282,Dulce,Bennet,Senior Staff,1964-12-21,1987-06-17,9999-01-01
449288,Fabrizio,Gopalakrishnan,Senior Staff,1964-02-10,1985-06-13,9999-01-01
449313,Martina,Riesenhuber,Assistant Engineer,1964-04-01,1986-05-27,9999-01-01
449327,Sven,Lindenbaum,Engineer,1964-06-08,1988-06-06,9999-01-01
449366,Xiaocheng,Haldar,Engineer,1963-02-02,1986-12-23,9999-01-01
449370,Fayez,Botman,Senior Staff,1964-04-14,1986-10-06,9999-01-01
449372,Akeno,Skogmar,Technique Leader,1963-08-28,1986-04-14,9999-01-01
449403,Shaowen,Schurmann,Engineer,1962-11-24,1988-10-18,9999-01-01
449472,Eran,Erdmenger,Senior Engineer,1964-01-12,1988-06-27,9999-01-01
449482,Jahangir,Suomi,Senior Staff,1962-03-27,1986-09-06,9999-01-01
449548,Uli,Suwa,Engineer,1964-02-29,1986-12-01,9999-01-01
449556,Mansur,Terkki,Engineer,1963-04-14,1987-01-06,9999-01-01
449573,Dmitri,Vingron,Senior Staff,1962-08-29,1986-03-02,9999-01-01
449575,Mitchel,Biron,Senior Staff,1963-06-27,1987-12-19,9999-01-01
449582,Kinh,Lueh,Senior Staff,1963-03-19,1986-03-30,9999-01-01
449612,Basil,Lammel,Engineer,1963-04-19,1987-01-10,9999-01-01
449623,Aral,Rindone,Engineer,1963-06-20,1985-04-02,9999-01-01
449688,Krisda,Peres,Engineer,1964-03-09,1986-03-30,9999-01-01
449697,Lansing,Swift,Senior Staff,1962-04-14,1985-02-25,9999-01-01
449698,Mountaz,Conia,Senior Staff,1962-11-02,1985-10-18,9999-01-01
449732,Emdad,Ramaiah,Senior Staff,1963-12-23,1988-08-05,9999-01-01
449738,Genevieve,Cusworth,Assistant Engineer,1962-08-08,1987-06-27,9999-01-01
449748,Ebbe,Schicker,Assistant Engineer,1963-11-28,1988-11-02,9999-01-01
449751,Ravishankar,Gluchowski,Engineer,1963-05-18,1985-12-25,9999-01-01
449752,Srinidhi,Strandh,Senior Staff,1963-04-14,1986-01-07,9999-01-01
449813,Bodh,Langford,Assistant Engineer,1964-08-15,1988-10-17,9999-01-01
449815,Fumitaka,Quittner,Senior Staff,1965-01-27,1988-04-20,9999-01-01
449823,Naftali,Przulj,Senior Engineer,1962-07-18,1988-03-11,9999-01-01
449878,Lihong,Bernini,Senior Staff,1963-08-31,1987-07-18,9999-01-01
449893,Tse,Huhdanpaa,Senior Staff,1962-05-29,1987-09-30,9999-01-01
449911,Howell,Usery,Senior Engineer,1963-12-31,1986-09-13,9999-01-01
449922,Arun,Chandrasekhar,Senior Staff,1962-07-28,1987-04-15,9999-01-01
449984,Hinrich,Perin,Engineer,1965-02-01,1985-11-20,9999-01-01
450057,Charlene,Setiz,Senior Engineer,1962-07-07,1986-06-20,9999-01-01
450058,Claude,Griswold,Engineer,1964-03-07,1987-12-18,9999-01-01
450071,Hitomi,Melter,Engineer,1963-09-03,1985-02-08,9999-01-01
450091,Kauko,Selvestrel,Senior Staff,1964-09-01,1985-09-05,9999-01-01
450115,Chinhyun,Hebden,Engineer,1962-11-04,1986-05-07,9999-01-01
450123,Maik,Radhakrishnan,Assistant Engineer,1962-06-24,1986-12-31,9999-01-01
450142,Jaana,Reutenauer,Senior Staff,1963-11-05,1987-10-18,9999-01-01
450150,Garnik,Spataro,Engineer,1963-02-10,1985-11-03,9999-01-01
450156,Krassimir,Chenney,Technique Leader,1962-05-16,1986-11-26,9999-01-01
450167,Boalin,Ranst,Engineer,1962-04-18,1987-04-14,9999-01-01
450177,Franziska,Gluchowski,Engineer,1964-08-21,1985-09-29,9999-01-01
450213,Qiwen,Dolinsky,Senior Staff,1962-03-23,1987-01-06,9999-01-01
450220,Kolar,Poehlman,Senior Staff,1963-04-27,1986-07-03,9999-01-01
450224,Jianhao,Luck,Senior Staff,1962-12-16,1986-07-19,9999-01-01
450233,Chuanyi,Manders,Senior Staff,1964-12-02,1987-09-17,9999-01-01
450255,Udo,Waymire,Technique Leader,1965-01-31,1986-06-14,9999-01-01
450262,Yagil,Lorie,Senior Staff,1964-12-22,1985-07-16,9999-01-01
450263,Manibrata,Pepe,Senior Staff,1964-06-19,1985-04-18,9999-01-01
450309,Gill,Orlowska,Technique Leader,1965-01-08,1986-12-25,9999-01-01
450315,Fei,Kinley,Senior Engineer,1964-05-07,1987-02-23,9999-01-01
450358,Fabrizio,Picco,Senior Staff,1964-07-24,1987-02-23,9999-01-01
450368,Nitsan,Angot,Senior Staff,1964-07-06,1986-03-21,9999-01-01
450370,Elrique,Usery,Senior Staff,1963-10-07,1987-11-27,9999-01-01
450396,Subhrajyoti,Hagimont,Engineer,1963-07-27,1985-10-24,9999-01-01
450434,Kyoichi,Benveniste,Senior Staff,1964-11-24,1987-05-29,9999-01-01
450440,Peternela,Swift,Senior Staff,1964-06-02,1986-08-23,9999-01-01
450489,Bluma,Codenie,Engineer,1963-03-07,1985-06-18,9999-01-01
450517,Mayuko,Matzat,Senior Staff,1964-11-13,1986-12-31,9999-01-01
450540,Hercules,Luby,Engineer,1962-11-07,1986-05-26,9999-01-01
450575,Hiroyasu,Morrey,Engineer,1963-03-06,1987-12-13,9999-01-01
450590,Halsur,Hashii,Senior Staff,1962-05-15,1985-03-26,9999-01-01
450603,Elrique,Facello,Senior Staff,1962-08-06,1988-12-09,9999-01-01
450605,Mikhail,Sommer,Engineer,1964-02-20,1985-08-26,9999-01-01
450656,Heping,Androutsos,Senior Staff,1964-09-26,1987-12-12,9999-01-01
450658,Dines,Kakkad,Senior Staff,1964-10-27,1988-08-25,9999-01-01
450703,Alois,Bahl,Senior Staff,1963-12-14,1986-04-22,9999-01-01
450720,Mihalis,Gadepally,Engineer,1964-10-19,1988-03-17,9999-01-01
450792,Satyanarayana,Leuchs,Senior Engineer,1964-01-16,1986-05-31,9999-01-01
450796,Genta,Iisaka,Engineer,1962-09-03,1986-08-03,9999-01-01
450817,DAIDA,Frolund,Engineer,1965-01-10,1987-07-17,9999-01-01
450827,Marl,Lampe,Senior Staff,1964-04-10,1987-09-16,9999-01-01
450830,Yannik,Dahlbom,Senior Staff,1963-02-07,1985-09-02,9999-01-01
450843,Khalid,Schiper,Senior Staff,1962-10-18,1986-01-08,9999-01-01
450845,Florina,Kavvadias,Engineer,1964-04-14,1988-04-18,9999-01-01
450875,Shooichi,Falck,Engineer,1963-01-13,1986-12-03,9999-01-01
450921,Zhanqiu,Baezner,Senior Staff,1962-10-11,1988-11-22,9999-01-01
450942,Mariangiola,Muntz,Engineer,1964-01-29,1987-07-12,9999-01-01
450960,Nechama,Zizka,Engineer,1962-07-02,1987-10-21,9999-01-01
450961,Moni,Morrow,Senior Staff,1964-10-22,1985-07-28,9999-01-01
451064,Yannis,Ginneken,Senior Staff,1963-01-17,1988-11-05,9999-01-01
451136,Yurii,Mellouli,Engineer,1964-10-08,1987-08-29,9999-01-01
451156,Mohd,Wissmann,Engineer,1964-03-01,1988-04-22,9999-01-01
451190,Moon,Miara,Senior Staff,1963-05-22,1985-06-18,9999-01-01
451216,Lihong,Conta,Senior Staff,1963-08-20,1987-06-22,9999-01-01
451223,Parviz,Perko,Engineer,1963-02-22,1988-12-01,9999-01-01
451262,Jaideep,Marakhovsky,Senior Engineer,1962-01-11,1986-01-31,9999-01-01
451266,Aluzio,Sadowski,Senior Staff,1962-08-13,1988-09-12,9999-01-01
451275,Bedrich,Isard,Senior Staff,1965-01-25,1986-06-07,9999-01-01
451326,Pantung,Coorg,Senior Engineer,1964-06-01,1987-06-14,9999-01-01
451380,Remzi,Nyanchama,Senior Staff,1962-07-16,1986-02-22,9999-01-01
451409,Venkatesan,Kavanagh,Technique Leader,1964-11-24,1987-09-19,9999-01-01
451418,Saddek,Thambidurai,Senior Staff,1962-12-15,1988-06-21,9999-01-01
451427,Turgut,Lorie,Senior Staff,1963-02-04,1987-06-06,9999-01-01
451429,Adel,Bharadwaj,Engineer,1962-02-23,1987-09-28,9999-01-01
451478,Lech,Luca,Engineer,1963-05-11,1986-01-21,9999-01-01
451491,Tiina,Swick,Senior Staff,1963-04-28,1985-12-08,9999-01-01
451496,DeForest,Kaiser,Engineer,1963-01-17,1985-07-19,9999-01-01
451500,Eldridge,Bardell,Engineer,1964-03-03,1988-01-07,9999-01-01
451505,Kerryn,Levergood,Senior Staff,1963-04-01,1986-09-27,9999-01-01
451522,Constantino,Barbanera,Senior Staff,1963-12-20,1988-06-12,9999-01-01
451554,Irene,Srimani,Engineer,1962-05-28,1987-08-10,9999-01-01
451559,Doohun,Cannane,Engineer,1963-07-03,1986-03-29,9999-01-01
451562,Jaques,Underwood,Senior Engineer,1963-07-13,1987-10-27,9999-01-01
451663,Mingzeng,Butterworth,Senior Engineer,1962-03-31,1986-02-15,9999-01-01
451669,Rimon,Knightly,Senior Engineer,1963-08-15,1988-11-25,9999-01-01
451677,Teruyuki,Lichtner,Engineer,1962-10-16,1988-09-02,9999-01-01
451696,Bader,Sinicrope,Senior Staff,1963-09-24,1987-09-27,9999-01-01
451716,Tonia,Cesareni,Engineer,1964-01-13,1987-04-28,9999-01-01
451733,Remmert,Brender,Senior Staff,1964-02-10,1986-03-14,9999-01-01
451741,Alair,Aloia,Senior Staff,1963-10-14,1988-09-08,9999-01-01
451787,Phuoc,Gruenwald,Senior Staff,1963-05-06,1986-01-05,9999-01-01
451824,Tru,Gulik,Engineer,1964-05-25,1986-01-17,9999-01-01
451832,Leah,Majewski,Engineer,1962-08-24,1988-05-27,9999-01-01
451836,Sudhanshu,Comte,Senior Staff,1964-04-02,1988-04-13,9999-01-01
451838,Kristof,Gischer,Senior Staff,1963-09-02,1988-09-02,9999-01-01
451840,Marsja,Zallocco,Senior Staff,1964-02-21,1988-01-08,9999-01-01
451845,Kamakshi,Flasterstein,Engineer,1964-12-18,1987-12-11,9999-01-01
451846,Constantijn,Swab,Senior Engineer,1964-08-13,1985-03-09,9999-01-01
451848,Goetz,Thorensen,Engineer,1964-08-27,1985-08-02,9999-01-01
451853,Miyeon,Kuhnemann,Engineer,1962-01-10,1987-12-30,9999-01-01
451883,Shooichi,Rosti,Senior Staff,1963-07-08,1985-09-09,9999-01-01
451899,Mary,Kaiser,Engineer,1964-07-21,1987-03-15,9999-01-01
451914,Aloys,Riexinger,Engineer,1963-07-20,1985-06-24,9999-01-01
451926,Lokesh,Hofman,Engineer,1962-03-30,1985-10-06,9999-01-01
451934,Shaowen,Kusalik,Senior Staff,1963-09-20,1986-06-27,9999-01-01
451938,Khedija,Samarati,Senior Staff,1963-08-25,1985-12-11,9999-01-01
451946,Adly,Jervis,Engineer,1964-01-19,1988-11-03,9999-01-01
451956,Toshimori,Furudate,Engineer,1962-08-12,1986-01-12,9999-01-01
451988,Amabile,Apsitis,Senior Staff,1964-04-11,1985-08-02,9999-01-01
451990,Rosli,Radhakrishnan,Engineer,1962-08-17,1985-10-25,9999-01-01
452000,Fuqing,McDermid,Technique Leader,1963-11-07,1987-06-29,9999-01-01
452018,Uri,Masada,Assistant Engineer,1962-01-27,1986-06-21,9999-01-01
452032,Satoru,Holburn,Technique Leader,1962-05-29,1985-06-27,9999-01-01
452042,Palash,Rosin,Senior Staff,1964-01-29,1986-07-29,9999-01-01
452073,Gino,Kemmerer,Senior Staff,1962-08-10,1988-07-22,9999-01-01
452101,Martina,Casperson,Senior Engineer,1962-07-17,1985-10-12,9999-01-01
452136,Khaled,Rabejac,Senior Staff,1964-08-03,1987-01-05,9999-01-01
452167,Aloys,Huxford,Senior Staff,1962-06-25,1987-02-15,9999-01-01
452198,Niteen,Berendt,Senior Staff,1964-11-20,1986-10-16,9999-01-01
452258,Hirochika,Menyhert,Senior Staff,1964-05-26,1985-12-21,9999-01-01
452284,Anneli,Barreiro,Senior Staff,1964-01-21,1987-01-04,9999-01-01
452291,Mohan,Matzov,Assistant Engineer,1964-06-13,1987-04-02,9999-01-01
452313,Chriss,Ballarin,Engineer,1964-09-26,1988-07-07,9999-01-01
452320,Jaewon,Matzen,Senior Staff,1964-04-11,1987-02-01,9999-01-01
452322,Rosella,Ouhyoung,Senior Staff,1962-02-07,1986-09-01,9999-01-01
452331,Halsur,Ghelli,Senior Engineer,1964-01-11,1987-06-28,9999-01-01
452340,Odinaldo,Erev,Senior Staff,1964-10-07,1986-05-24,9999-01-01
452349,Foong,Schmittgen,Engineer,1964-12-08,1985-08-20,9999-01-01
452358,Changho,Mapelli,Engineer,1963-01-28,1986-08-31,9999-01-01
452365,Fei,Gadepally,Assistant Engineer,1965-01-05,1988-11-13,9999-01-01
452380,Masasuke,Plumb,Engineer,1962-11-24,1985-12-15,9999-01-01
452395,Shridhar,Lenart,Senior Engineer,1963-12-13,1987-09-08,9999-01-01
452473,Masanao,Journel,Senior Staff,1963-12-22,1987-09-01,9999-01-01
452497,Rasikan,Backhouse,Assistant Engineer,1964-06-18,1987-08-31,9999-01-01
452500,Rosine,Erez,Senior Staff,1964-08-27,1985-11-03,9999-01-01
452509,Subhada,Miake,Engineer,1963-01-03,1985-03-14,9999-01-01
452571,Yonghoan,Standera,Engineer,1962-02-15,1986-10-31,9999-01-01
452580,Bernd,Paciorek,Senior Staff,1964-07-09,1988-06-27,9999-01-01
452644,Moie,Budinsky,Senior Staff,1962-02-19,1985-07-06,9999-01-01
452662,Hein,Neimat,Senior Staff,1963-05-24,1988-01-29,9999-01-01
452683,Maia,Hutter,Senior Staff,1962-09-05,1988-10-30,9999-01-01
452722,Ger,Streit,Senior Staff,1962-01-07,1986-11-11,9999-01-01
452733,Sadegh,Babb,Senior Staff,1964-01-08,1987-10-16,9999-01-01
452820,Rance,Nishimukai,Technique Leader,1964-07-31,1986-05-26,9999-01-01
452832,Valter,Koprowski,Engineer,1962-08-17,1987-01-22,9999-01-01
452843,Owen,Kalsbeek,Senior Engineer,1963-11-09,1986-07-07,9999-01-01
452854,Ortrun,Swick,Senior Staff,1964-08-06,1986-01-12,9999-01-01
452871,Muneo,Itzigehl,Engineer,1964-11-03,1986-03-24,9999-01-01
452894,Baocai,Schach,Senior Staff,1964-12-30,1985-08-10,9999-01-01
452897,Yishai,Byoun,Engineer,1964-05-16,1987-01-05,9999-01-01
452899,Chenxi,Zastre,Engineer,1964-04-27,1988-11-07,9999-01-01
452905,Debaprosad,Wursthorn,Engineer,1962-11-28,1987-09-20,9999-01-01
452910,Lena,Rouquie,Senior Staff,1964-05-17,1986-08-26,9999-01-01
452915,Goa,Kowalchuk,Engineer,1962-10-17,1987-04-12,9999-01-01
452943,Fuqing,Vickson,Senior Staff,1962-08-11,1985-11-12,9999-01-01
452946,Takahira,Tsukuda,Engineer,1962-01-11,1985-09-08,9999-01-01
452950,Deniz,Peot,Senior Staff,1964-06-25,1987-12-27,9999-01-01
452969,Owen,Bail,Engineer,1964-02-28,1985-12-08,9999-01-01
453012,Yuichiro,Angelopoulos,Engineer,1964-06-04,1987-07-17,9999-01-01
453036,Geoffrey,Murthy,Senior Staff,1963-07-13,1985-05-06,9999-01-01
453053,Janche,Morrey,Engineer,1964-04-16,1987-10-29,9999-01-01
453123,Theirry,Pelc,Technique Leader,1963-02-12,1986-06-29,9999-01-01
453163,Lorien,Rosti,Senior Staff,1964-09-12,1988-02-12,9999-01-01
453187,Tetsushi,Staylopatis,Senior Staff,1962-07-26,1985-02-03,9999-01-01
453234,Dannz,Georgatos,Senior Staff,1964-08-14,1985-11-02,9999-01-01
453236,Jeane,Sudbeck,Senior Staff,1964-09-20,1986-11-07,9999-01-01
453267,Pragnesh,Wilharm,Engineer,1963-01-01,1987-04-13,9999-01-01
453269,Laurentiu,Krupka,Senior Engineer,1963-12-14,1987-03-23,9999-01-01
453306,Etsuo,Vecchio,Senior Staff,1963-06-15,1985-12-25,9999-01-01
453323,Limsoon,Farrar,Senior Engineer,1964-09-27,1986-05-29,9999-01-01
453336,Lubomir,Rissland,Senior Engineer,1963-05-07,1985-12-26,9999-01-01
453348,Feiyu,Schaap,Senior Staff,1963-08-05,1986-06-11,9999-01-01
453377,Kaijung,Yetim,Engineer,1964-04-15,1986-12-19,9999-01-01
453387,Ioana,Hiltgen,Senior Engineer,1963-06-18,1986-04-15,9999-01-01
453411,Xiadong,Massonet,Senior Staff,1964-10-31,1985-11-01,9999-01-01
453447,Shaowei,Munawer,Senior Staff,1964-04-13,1988-11-01,9999-01-01
453530,Hatim,Baar,Engineer,1962-06-02,1986-10-24,9999-01-01
453532,Billie,Speer,Senior Staff,1963-09-20,1985-03-03,9999-01-01
453570,Pragnesh,Schapire,Engineer,1963-05-19,1986-04-11,9999-01-01
453576,Khosrow,Schnabel,Engineer,1964-10-14,1986-07-28,9999-01-01
453599,Visit,Badache,Engineer,1964-07-19,1985-11-24,9999-01-01
453632,Mohit,Ushiama,Senior Staff,1964-06-24,1986-05-09,9999-01-01
453646,Sedat,Denny,Engineer,1962-03-23,1987-02-08,9999-01-01
453663,Atreyi,Georgakopoulos,Senior Staff,1962-07-20,1988-10-09,9999-01-01
453694,Houman,Lagarias,Senior Staff,1962-02-23,1988-11-23,9999-01-01
453723,Arne,Kohling,Engineer,1965-01-15,1985-12-13,9999-01-01
453737,Ronghao,Pintelas,Assistant Engineer,1962-12-26,1985-04-01,9999-01-01
453743,Abdulla,Marrevee,Senior Staff,1964-01-08,1987-06-12,9999-01-01
453745,Adil,Beerel,Engineer,1964-04-14,1987-11-20,9999-01-01
453751,Ekawit,Pearson,Senior Staff,1962-09-23,1985-08-28,9999-01-01
453755,Ingemar,Emmart,Senior Staff,1963-03-10,1986-06-06,9999-01-01
453769,Stella,Besselaar,Senior Staff,1963-10-30,1985-04-19,9999-01-01
453782,Arunas,Seghrouchni,Senior Staff,1962-12-31,1985-04-12,9999-01-01
453836,Jayesh,Bresenham,Assistant Engineer,1963-03-15,1987-06-12,9999-01-01
453841,Mani,Ellozy,Senior Staff,1962-02-19,1988-05-18,9999-01-01
453868,Thodoros,Marshall,Senior Staff,1963-08-18,1987-09-10,9999-01-01
453909,Takanari,Swist,Engineer,1962-12-15,1986-10-15,9999-01-01
453925,Kauko,Schapire,Senior Staff,1963-04-15,1985-03-05,9999-01-01
453933,Perry,Encarnacion,Technique Leader,1962-10-18,1987-12-14,9999-01-01
453934,Steve,Janocha,Engineer,1963-07-23,1988-06-10,9999-01-01
453936,Aiichiro,Ashish,Senior Engineer,1964-01-20,1988-02-06,9999-01-01
453940,Georgy,Gulak,Senior Engineer,1964-12-19,1987-07-06,9999-01-01
453948,Mechthild,Vieth,Engineer,1963-06-18,1986-04-22,9999-01-01
453961,Yahiko,Dusink,Engineer,1962-08-09,1985-07-12,9999-01-01
453964,Poornachandra,Molberg,Technique Leader,1963-02-12,1988-10-02,9999-01-01
454001,Danny,Kieras,Senior Staff,1963-08-28,1985-09-07,9999-01-01
454078,Duro,Demos,Engineer,1964-11-07,1985-06-17,9999-01-01
454102,Wojceich,Boissier,Senior Staff,1964-01-05,1988-03-20,9999-01-01
454106,Oldrich,Garnick,Engineer,1963-08-15,1988-05-31,9999-01-01
454135,Aruna,Leonhardt,Senior Staff,1962-08-15,1986-05-11,9999-01-01
454149,Ferdinand,Ramaiah,Engineer,1962-01-28,1986-08-02,9999-01-01
454161,Sanjoy,Gischer,Senior Staff,1964-08-11,1985-03-31,9999-01-01
454216,Shridhar,Uhrig,Technique Leader,1964-08-10,1988-05-23,9999-01-01
454225,Makato,Baak,Assistant Engineer,1962-05-18,1987-01-22,9999-01-01
454244,Ulises,Foote,Engineer,1962-12-23,1985-05-11,9999-01-01
454245,Jagoda,Cincotta,Senior Staff,1963-12-30,1988-08-17,9999-01-01
454255,Mokhtar,Greibach,Senior Staff,1964-02-18,1986-12-12,9999-01-01
454256,Haldun,Zyda,Senior Engineer,1962-12-26,1985-03-06,9999-01-01
454263,Kellyn,Mitina,Senior Staff,1963-03-01,1985-03-05,9999-01-01
454278,Hyuckchul,Syrotiuk,Senior Engineer,1964-06-17,1988-04-29,9999-01-01
454372,Tianruo,Rijckaert,Engineer,1962-09-06,1987-07-26,9999-01-01
454381,Serenella,Oxenboll,Senior Staff,1963-05-06,1985-08-03,9999-01-01
454387,Hairong,Eickenmeyer,Senior Staff,1962-12-21,1987-02-28,9999-01-01
454391,Djelloul,Shanbhogue,Senior Engineer,1964-04-22,1988-10-19,9999-01-01
454405,Woody,Luan,Senior Staff,1964-09-25,1988-10-09,9999-01-01
454412,Nadjib,Servieres,Senior Engineer,1964-09-07,1986-08-09,9999-01-01
454441,Monique,Niizuma,Senior Staff,1962-11-21,1987-12-13,9999-01-01
454453,Kayoko,Menyhert,Senior Staff,1962-08-09,1985-11-14,9999-01-01
